Average_Rating,Average_Difficulty,Number_of_Ratings,Received_Pepper,Proportion_Take_Again,Online_Ratings,Male,Female,Major_Field,University,State
2.2,3.4,10.0,0,29.0,0.0,0,0,Electrical Engineering,University of South Florida,FL
3.7,3.4,13.0,1,71.0,0.0,1,0,Film,Georgia State University,GA
4.3,3.3,6.0,1,,0.0,0,0,Mathematics,Middlesex County College,NJ
4.9,1.6,11.0,1,100.0,0.0,0,1,Health Science,Kennesaw State University,GA
4.4,3.3,15.0,0,,0.0,0,0,Biology,Lincoln Memorial University,TN
4.8,3.1,34.0,1,100.0,0.0,0,0,Chemistry,Mount Wachusett Community College,MA
4.1,3.2,63.0,0,95.0,0.0,0,0,Accounting,Salt Lake Community College,UT
3.6,2.7,8.0,1,57.0,0.0,0,0,Biology,Queensborough Community College,NY
3.3,1.8,6.0,0,,0.0,1,0,Social Science,Michigan State University,MI
3.2,4.5,6.0,1,,0.0,1,0,Art,City College of New York,NY
4.5,2.6,7.0,0,,0.0,1,0,Sociology,South Texas College (all campuses),TX
4.8,2.6,16.0,1,100.0,0.0,0,1,Nutrition,Bellevue College,WA
3.0,3.1,7.0,0,,5.0,1,0,Advertising,University of Central Florida,FL
2.0,3.1,9.0,0,38.0,0.0,0,0,Management,University of Manitoba,MB
4.3,2.1,19.0,1,82.0,0.0,0,0,Biology,Lone Star College (all),TX
3.7,4.2,6.0,1,60.0,0.0,1,0,Biological Sciences,Kent State University,OH
4.5,3.2,11.0,0,,0.0,0,1,Accounting,Rock Valley College,IL
4.9,3.0,23.0,1,94.0,0.0,0,0,Psychology,Grand Valley State University,MI
3.5,3.6,11.0,0,,2.0,1,0,Art,University of Alberta,AB
4.1,2.6,18.0,0,62.0,0.0,1,0,Criminology,Douglas College,BC
4.7,2.2,13.0,0,90.0,0.0,1,0,Marketing,Central Michigan University,MI
4.2,2.0,7.0,0,,0.0,1,0,Sociology,Douglas College,BC
4.9,2.3,7.0,0,,0.0,0,0,History,McMaster University,ON
4.3,1.3,6.0,1,,0.0,1,0,Humanities,Santa Fe College,FL
4.8,2.0,9.0,1,100.0,0.0,0,1,Anthropology,Community College of Denver,CO
4.0,3.6,10.0,1,80.0,0.0,0,0,History,Union County College,NJ
4.3,3.3,6.0,1,100.0,0.0,0,1,Communication Sciences,Bowling Green State University,OH
4.3,3.3,22.0,1,92.0,0.0,0,0,Biology,De Anza College,CA
3.5,3.2,9.0,0,,0.0,1,0,Business,Portland State University,OR
4.5,2.1,30.0,1,90.0,0.0,0,0,Administration,University of Ottawa,ON
4.6,3.4,7.0,0,83.0,0.0,1,0,Computer Science,Sheridan College,ON
4.3,2.5,11.0,0,100.0,0.0,1,0,Engineering,The Ohio State University,OH
4.9,1.8,9.0,0,100.0,2.0,0,1,Social Work,Arizona State University,AZ
3.9,3.5,12.0,0,63.0,0.0,1,0,Honors,Arizona State University,AZ
2.3,4.4,7.0,0,,0.0,1,0,English,Montclair State University,NJ
4.9,1.3,7.0,0,100.0,0.0,1,0,Drama,Houston Community College (all campuses),TX
2.3,4.0,23.0,0,40.0,0.0,0,1,Biology,Blinn College,TX
4.8,2.5,9.0,1,100.0,0.0,1,0,Computer Science,Centennial College,ON
4.3,3.6,8.0,0,,0.0,1,0,Science,Passaic County Community College,NJ
3.9,4.2,6.0,0,80.0,0.0,0,0,Economics,University of Kansas,KS
4.9,1.9,19.0,1,100.0,0.0,0,1,Psychology,Lone Star College (all),TX
3.3,3.8,10.0,1,40.0,0.0,0,1,Business,University of South Florida,FL
3.8,3.2,6.0,0,,0.0,0,1,Mathematics,University of Georgia,GA
1.9,4.2,6.0,0,,4.0,1,0,Philosophy,Alamance Community College,NC
2.2,4.0,7.0,0,,0.0,1,0,Engineering,McGill University,QC
4.2,2.5,6.0,1,,0.0,0,0,Sociology,Orange Coast College,CA
4.8,1.6,11.0,1,100.0,0.0,1,0,Geography,Orange Coast College,CA
3.2,2.5,8.0,1,57.0,0.0,1,0,Social Work,Loyola University Chicago,IL
4.4,2.5,26.0,1,90.0,3.0,0,0,Art History,Texas A&M University at College Station,TX
4.5,2.6,7.0,0,100.0,0.0,0,1,Journalism,Miami University,OH
3.9,3.4,13.0,1,64.0,0.0,0,0,Computer Science,Lakehead University,ON
3.5,3.8,9.0,0,57.0,0.0,0,1,Languages,California State University San Marcos,CA
3.0,3.3,10.0,0,60.0,0.0,0,1,Health Science,University of Ottawa,ON
2.6,3.2,15.0,0,25.0,0.0,0,0,Psychology,Oakton Community College,IL
4.7,2.6,9.0,1,100.0,0.0,1,0,Computer Science,Hawaii Pacific University,HI
4.2,3.3,17.0,1,100.0,0.0,1,0,English,Douglas College,BC
3.4,4.0,32.0,0,54.0,0.0,1,0,Economics,College of Southern Nevada (all campuses),NV
3.9,3.5,12.0,1,,0.0,0,1,English,Edmonds Community College,WA
3.9,3.6,9.0,1,88.0,0.0,1,0,Computer Science,University of North Texas,TX
1.4,4.5,7.0,0,,0.0,0,0,Mathematics,New Jersey City University,NJ
3.8,3.4,21.0,1,67.0,0.0,1,1,Government,University of Texas at Austin,TX
4.9,2.1,16.0,1,100.0,2.0,1,0,English,Long Beach City College,CA
3.4,3.0,6.0,1,,2.0,0,1,Accounting,Prince George's Community College,MD
4.4,3.5,8.0,0,80.0,1.0,1,0,Statistics,University of Toronto at Mississauga,ON
3.8,3.3,9.0,0,86.0,0.0,0,1,Chemistry,College of the Canyons,CA
4.3,3.1,24.0,1,79.0,0.0,1,0,Mathematics,Santa Monica College,CA
4.8,2.7,6.0,1,,0.0,1,0,Languages,Oberlin College,OH
4.1,3.4,23.0,1,73.0,0.0,1,0,Writing,Boston University,MA
4.8,2.7,7.0,1,100.0,1.0,0,1,Mathematics,Hartnell College,CA
4.2,3.2,23.0,1,69.0,1.0,1,0,Social Sciences,University of Ottawa,ON
5.0,2.5,9.0,1,100.0,0.0,0,0,Public Health,Tulane University,LA
3.5,3.4,8.0,0,100.0,0.0,0,1,Languages,University of Kentucky,KY
4.8,2.0,6.0,1,100.0,0.0,0,1,Art,Austin Community College,TX
4.4,2.4,15.0,1,85.0,0.0,1,0,Computer Science,LaGuardia Community College,NY
2.7,2.2,7.0,0,43.0,0.0,0,0,Business Communications,Arizona State University,AZ
3.8,2.2,7.0,0,,0.0,1,0,Management,West Chester University of Pennsylvania,PA
3.4,2.5,6.0,0,80.0,0.0,0,1,Health Science,California State University Long Beach,CA
4.5,2.6,8.0,1,86.0,0.0,1,0,English,American River College,CA
4.0,3.7,7.0,0,,0.0,0,0,Finance,University of Arkansas,AR
4.1,3.1,24.0,1,73.0,0.0,0,1,Mathematics,Northern Virginia Community College (all campuses),VA
3.6,3.4,7.0,0,80.0,0.0,0,0,Sociology,University of Colorado-Boulder,CO
3.3,3.2,7.0,0,,6.0,0,0,Communication,SUNY New Paltz,NY
4.3,2.4,15.0,1,73.0,0.0,0,1,Media Arts,Pierce College,CA
4.8,2.5,7.0,0,100.0,0.0,1,0,English,Queensborough Community College,NY
4.5,2.5,11.0,1,60.0,0.0,1,0,Computer Science,Montgomery College: Rockville Campus,MD
4.9,2.2,6.0,0,,0.0,1,1,Communication Disorders,SUNY New Paltz,NY
4.5,2.8,17.0,1,91.0,0.0,0,1,Psychology,California State University Stanislaus,CA
4.2,1.8,6.0,0,,0.0,1,0,Psychology,Benedictine University,IL
4.2,1.7,12.0,1,75.0,1.0,0,1,Communication,Northern Virginia Community College (all campuses),VA
4.9,1.3,10.0,1,100.0,0.0,1,0,Physical Education,Normandale Community College,MN
2.8,4.5,22.0,0,30.0,0.0,0,0,Information Technology,Ryerson University,ON
3.8,3.5,15.0,0,83.0,0.0,0,0,Biology,Kwantlen Polytechnic University-Surrey,BC
4.2,3.2,6.0,0,,0.0,1,0,Accounting,College of Charleston,SC
3.8,2.3,21.0,0,62.0,2.0,0,1,Communication,Valencia College - East and West Campus,FL
4.6,1.6,8.0,1,100.0,2.0,0,0,Education,Lone Star College (all),TX
2.3,4.3,6.0,0,,5.0,0,0,English,Fresno City College,CA
3.6,3.8,10.0,0,40.0,0.0,0,0,Mathematics,University of Massachusetts,MA
3.9,2.2,6.0,0,,0.0,0,0,English As A Second Language,De Anza College,CA
3.5,3.5,16.0,0,73.0,0.0,0,1,Physics  Astronomy,California State University Long Beach,CA
1.4,4.3,23.0,0,5.0,0.0,1,0,Mathematics,University of Wisconsin - Madison,WI
4.8,2.5,6.0,1,,0.0,0,1,French,Fullerton College,CA
3.0,4.0,6.0,0,,2.0,0,1,Accounting,New Jersey City University,NJ
4.0,3.2,7.0,0,,0.0,0,0,Economics,Trinity College,CT
4.9,1.4,7.0,1,,0.0,1,0,History,"California State University, Sacramento",CA
4.7,2.0,7.0,0,83.0,0.0,1,0,Economics,Temple College,TX
3.7,3.4,7.0,0,80.0,0.0,1,0,African Studies,Brooklyn College,NY
3.5,3.2,8.0,0,40.0,0.0,1,0,Chemistry,University of North Georgia - Dahlonega,GA
5.0,1.3,6.0,1,,0.0,0,0,Gender Studies,Indiana University Bloomington,IN
4.8,3.1,8.0,1,100.0,0.0,0,0,Women's Studies,University of California Davis,CA
1.3,3.5,8.0,0,14.0,0.0,0,0,Mathematics,Ohio University,OH
4.9,2.8,8.0,1,100.0,0.0,1,0,Psychology,Pennsylvania State University - Altoona,PA
2.4,3.7,6.0,0,,0.0,0,0,Science,University of Utah,UT
3.8,3.2,6.0,0,,0.0,1,0,English,Appalachian State University,NC
4.6,3.2,6.0,1,,0.0,1,0,Supply Chain Management,Iowa State University,IA
4.8,3.0,16.0,1,100.0,0.0,1,0,Economics,Camosun College,BC
3.1,3.4,8.0,0,57.0,0.0,0,0,Physics,University of Texas at Arlington,TX
4.7,2.1,10.0,0,100.0,1.0,0,1,Communication,Long Beach City College,CA
4.9,2.5,16.0,1,100.0,0.0,0,1,Biology,Oakton Community College,IL
4.9,2.7,7.0,1,,0.0,0,1,English,Chabot College,CA
4.4,1.7,7.0,0,,1.0,1,0,Computer Engineering,San Jose State University,CA
4.0,2.9,10.0,1,100.0,0.0,0,1,Biology,Front Range Community College,CO
3.2,2.2,7.0,0,,0.0,1,0,Hospitality Tourism  Culinary Arts,University of Nevada Las Vegas,NV
3.6,3.4,8.0,0,67.0,0.0,1,0,English,Community College of Denver,CO
5.0,2.7,7.0,0,100.0,0.0,1,0,Biology,University of Cincinnati Blue Ash College,OH
4.8,2.8,10.0,1,100.0,0.0,0,1,Chemistry,Cañada College,CA
4.4,3.6,13.0,1,77.0,0.0,0,0,Computer Science,California State University Long Beach,CA
2.3,3.0,17.0,0,19.0,0.0,1,0,Music,University of Illinois at Chicago,IL
4.7,3.7,35.0,1,89.0,0.0,0,1,Spanish,University of North Texas,TX
4.9,1.7,14.0,1,100.0,1.0,1,0,Humanities,Valencia College - Osceola Campus,FL
3.2,3.6,12.0,0,60.0,0.0,0,0,Business Administration,Eastern Connecticut State University,CT
1.5,4.6,11.0,0,20.0,0.0,1,0,Chemistry,Georgia Gwinnett College,GA
2.3,2.5,6.0,0,,0.0,1,0,Marketing,James Madison University,VA
4.5,2.4,10.0,1,100.0,3.0,1,0,Anthropology,University of Central Florida,FL
4.6,1.3,8.0,1,100.0,1.0,0,1,Agriculture,"California State Polytechnic University, Pomona",CA
4.4,2.1,18.0,1,85.0,0.0,1,0,Computer Science,Utah Valley University,UT
3.1,4.2,6.0,0,,0.0,0,1,Education,Florida State University,FL
4.9,2.7,6.0,1,100.0,0.0,1,1,English,Fashion Institute of Technology,NY
5.0,2.3,6.0,1,100.0,0.0,1,0,Geology,Pacific Lutheran University,WA
4.8,1.9,7.0,0,100.0,0.0,1,0,English,Boise State University,ID
1.7,4.3,12.0,0,40.0,0.0,0,0,Sociology,University of Utah,UT
3.1,2.9,12.0,0,40.0,0.0,1,0,Marketing,Fashion Institute of Technology,NY
4.5,1.7,6.0,1,,0.0,0,1,African-American Studies,Howard University,DC
3.9,3.0,7.0,0,40.0,5.0,0,1,Biology,Southwestern College,CA
3.5,2.5,23.0,0,69.0,0.0,0,0,General Education,Mount Royal University,AB
3.6,4.0,10.0,0,44.0,1.0,0,1,Sociology,Florida Agricultural and Mechanical University,FL
2.9,3.3,6.0,0,,0.0,0,0,Computer Science,University of Wisconsin - Milwaukee,WI
5.0,3.0,6.0,1,,4.0,0,1,History,University of Hawaii: Windward Community College,HI
4.2,2.7,24.0,1,86.0,0.0,0,0,Sociology,McGill University,QC
4.2,4.2,8.0,1,83.0,0.0,0,1,Communicative Disorders,California State University -  East Bay,CA
3.2,2.4,15.0,0,57.0,2.0,0,0,Child Development,"California State University, Sacramento",CA
4.0,3.4,12.0,0,80.0,0.0,1,0,Biology,American University,DC
1.5,3.9,7.0,0,,0.0,0,0,Environmental Engineering,Pennsylvania State University,PA
3.3,2.8,8.0,0,67.0,0.0,0,0,Mathematics,University of Alberta,AB
4.7,2.4,8.0,1,83.0,0.0,1,0,English,High Point University,NC
3.8,2.9,10.0,1,67.0,0.0,0,1,Political Science,Northeastern University,MA
3.0,2.0,9.0,0,50.0,1.0,0,1,Business,University of Utah,UT
4.7,1.6,9.0,1,100.0,0.0,0,0,Theater,Borough of Manhattan Community College,NY
3.6,3.2,10.0,1,67.0,0.0,1,0,Philosophy,University of Georgia,GA
4.3,4.1,22.0,0,89.0,0.0,1,0,Honors,Arizona State University,AZ
3.8,3.2,6.0,1,,1.0,1,1,Education,Old Dominion University,VA
4.8,2.3,6.0,0,,0.0,1,0,English,Truckee Meadows Community College,NV
4.8,3.5,6.0,1,,0.0,0,1,Political Science,Kenyon College,OH
2.2,3.4,7.0,0,,0.0,0,1,Sociology,Nazareth College,NY
4.5,2.5,8.0,1,,0.0,0,1,Communication,California State University San Marcos,CA
3.5,1.6,7.0,0,67.0,0.0,1,0,Music,College of William and Mary,VA
5.0,2.5,6.0,1,,0.0,0,0,Statistics,Southern Alberta Institute of Technology,AB
3.5,3.5,15.0,1,50.0,0.0,0,0,Humanities,Portland Community College,OR
2.8,2.9,9.0,0,60.0,0.0,0,1,Geography,University of the Fraser Valley,BC
3.2,3.9,7.0,0,33.0,0.0,1,0,Philosophy,Pellissippi State Community College,TN
3.2,2.2,15.0,0,64.0,1.0,0,0,Mathematics,University of Manitoba,MB
2.6,4.1,18.0,0,44.0,0.0,0,0,Biology,University of Florida,FL
4.0,3.8,9.0,0,80.0,1.0,0,1,Biology,Virginia Western Community College,VA
3.3,3.5,13.0,0,50.0,4.0,0,0,Art History,College of Charleston,SC
2.3,2.5,6.0,0,,0.0,0,0,Business,St. Cloud State University,MN
2.7,3.7,10.0,0,25.0,0.0,1,0,Computer Science,George Mason University,VA
2.6,4.2,6.0,0,,0.0,0,0,English,University of Nevada Las Vegas,NV
4.2,2.8,7.0,0,,0.0,1,0,Engineering,"California State University, Northridge",CA
3.2,2.9,14.0,1,50.0,1.0,1,0,Mathematics,University of Houston Downtown,TX
2.8,4.1,25.0,1,35.0,0.0,1,0,Communication,University of Nevada Las Vegas,NV
4.2,1.8,6.0,0,,0.0,0,1,Mathematics,Georgia Gwinnett College,GA
4.5,2.7,6.0,1,,0.0,0,1,Spanish  Portuguese,University of Arizona,AZ
3.5,1.7,7.0,0,,0.0,1,0,Humanities,Waubonsee Community College,IL
3.3,2.9,7.0,0,33.0,0.0,0,0,Art,Cuyamaca College,CA
4.2,2.9,15.0,1,100.0,1.0,0,0,Social Work,Yeshiva University,NY
2.1,3.0,8.0,0,33.0,0.0,0,0,Business,George Brown College,ON
4.0,2.9,7.0,1,,0.0,0,1,Criminal Justice,Atlanta Metropolitan State College,GA
4.8,3.6,30.0,1,95.0,0.0,1,0,Mathematics,University of Pittsburgh,PA
4.6,1.8,17.0,0,93.0,0.0,0,1,Sociology,Pennsylvania State University,PA
5.0,1.9,13.0,1,100.0,5.0,1,0,Theater,Los Angeles Mission College,CA
3.7,2.8,6.0,0,60.0,0.0,0,0,Mathematics,Universite de Montreal,QC
3.6,3.0,9.0,0,100.0,0.0,0,0,Finance,Ball State University,IN
4.8,3.0,6.0,1,100.0,1.0,0,0,Anthropology,University of Alaska Anchorage,AK
3.3,3.1,7.0,0,,0.0,1,0,Philosophy,"California State University, Sacramento",CA
1.4,2.5,14.0,0,60.0,0.0,0,0,Engineering,California State University Long Beach,CA
3.7,3.2,28.0,1,52.0,0.0,0,1,Business,Drexel University,PA
3.9,2.8,10.0,1,67.0,0.0,0,1,Communication,Spokane Falls Community College,WA
2.7,4.1,18.0,0,33.0,0.0,0,1,Biology,Santa Ana College,CA
3.7,3.1,9.0,1,57.0,0.0,0,0,Mathematics,Folsom Lake College,CA
3.4,3.8,18.0,1,67.0,0.0,0,1,Communication,California State University San Marcos,CA
4.6,2.9,8.0,1,88.0,0.0,0,1,English,Rowan University,NJ
1.4,4.7,6.0,0,,5.0,1,0,Music,Arizona State University,AZ
4.8,2.8,6.0,1,,0.0,0,0,Mathematics,University of California Irvine,CA
3.2,3.8,12.0,0,50.0,0.0,1,0,Chemistry,University of Miami,FL
1.5,4.3,6.0,0,,0.0,0,0,Mathematics,University of California Irvine,CA
4.6,2.8,6.0,1,,6.0,1,0,Criminal Justice,Florida Atlantic University,FL
3.1,3.6,9.0,0,75.0,4.0,1,0,Psychology,Houston Community College (all campuses),TX
4.8,3.1,58.0,1,100.0,1.0,1,0,Health Science,Galen College of Nursing -- Tampa Bay,FL
4.4,3.9,14.0,1,80.0,0.0,0,1,Psychology,University of San Francisco,CA
4.9,2.6,23.0,1,100.0,0.0,1,0,History,Imperial Valley College,CA
3.4,1.8,6.0,0,,0.0,0,1,Health Science,University of Georgia,GA
4.5,2.1,15.0,1,100.0,1.0,1,1,Social Science,Middlesex County College,NJ
4.7,1.2,7.0,1,,0.0,0,1,Psychology,Brooklyn College,NY
4.4,1.6,10.0,1,75.0,0.0,1,0,History,Houston Community College (all campuses),TX
2.8,3.6,7.0,0,50.0,0.0,1,0,Agriculture,Tennessee Tech University,TN
4.8,2.4,9.0,1,100.0,0.0,0,1,Health Science,University of Michigan - Dearborn,MI
4.0,2.8,9.0,1,71.0,0.0,0,0,Chicano Studies,Eastern Washington University,WA
4.2,3.8,6.0,1,,1.0,0,1,English,Mount Saint Vincent University,NS
4.8,2.4,10.0,0,89.0,0.0,1,0,English,El Centro College,TX
3.8,2.6,15.0,0,91.0,0.0,0,1,English,Georgia College,GA
4.6,2.9,11.0,1,88.0,0.0,0,0,Marketing,University of Evansville,IN
1.4,4.8,13.0,0,17.0,0.0,0,1,Nursing,Baker College of Owosso,MI
4.3,2.5,10.0,0,100.0,0.0,1,0,Business,North Carolina State University,NC
4.8,3.5,6.0,1,,5.0,1,0,Nursing,Thomas Edison State University,NJ
3.3,2.3,6.0,0,60.0,0.0,1,0,Writing,University of Minnesota Duluth,MN
4.9,3.0,6.0,0,,0.0,0,1,Statistics,Stockton University,NJ
2.9,3.5,11.0,0,50.0,0.0,0,0,Computer Science,Sheridan College,ON
4.6,3.3,11.0,1,90.0,0.0,1,0,English,Borough of Manhattan Community College,NY
4.8,1.5,9.0,1,100.0,1.0,1,0,English,University of North Georgia - Dahlonega,GA
4.5,2.6,9.0,1,,0.0,0,0,Spanish,Old Dominion University,VA
3.6,3.0,6.0,1,80.0,0.0,0,1,Spanish,University of North Georgia - Dahlonega,GA
3.5,3.0,10.0,1,43.0,0.0,0,0,Literature,California State University Fresno,CA
4.4,2.3,7.0,0,83.0,0.0,0,1,Economics,Collin College,TX
2.4,4.4,11.0,0,,0.0,1,0,Sociology,Rowan University,NJ
4.0,3.5,8.0,0,,0.0,0,1,Computer Science,University of Victoria,BC
3.5,3.8,24.0,1,57.0,2.0,1,1,English,College of the Canyons,CA
5.0,3.8,7.0,0,100.0,0.0,0,1,English,Cosumnes River College,CA
4.5,2.0,6.0,0,,0.0,0,0,Education,University of Scranton,PA
4.6,2.5,12.0,0,89.0,0.0,1,1,Law,Indiana University Bloomington,IN
4.3,3.2,7.0,1,,0.0,0,1,English,City College of New York,NY
4.8,2.8,10.0,1,88.0,0.0,0,0,Mathematics,Triton College,IL
3.0,2.4,16.0,0,55.0,0.0,0,0,Kinesiology,York University (all campuses),ON
4.5,2.8,6.0,1,,0.0,0,1,English,Auburn University,AL
4.8,2.0,6.0,1,,0.0,0,1,Liberal Arts,Georgia Gwinnett College,GA
3.8,3.8,14.0,0,83.0,0.0,0,1,Chemistry,Texas Tech University,TX
2.9,2.5,7.0,0,40.0,0.0,1,0,Music,University of North Dakota,ND
4.9,1.9,10.0,1,100.0,0.0,0,0,Philosophy,University of North Georgia - Gainesville,GA
3.5,3.0,13.0,1,67.0,0.0,0,1,Speech,Valencia College - East and West Campus,FL
4.7,1.6,14.0,1,92.0,0.0,1,0,Humanities,Richland College,TX
3.9,2.2,8.0,0,80.0,0.0,0,1,Marketing,Grand Canyon University,AZ
4.0,2.9,20.0,0,71.0,0.0,1,0,Psychology,Portland State University,OR
1.6,3.8,12.0,0,,0.0,0,1,Technology,University of Houston,TX
4.9,3.1,7.0,1,,0.0,0,0,Political Science,University of South Florida,FL
3.1,2.4,7.0,0,20.0,0.0,0,0,Nursing,Camosun College,BC
4.5,2.0,6.0,1,,0.0,1,0,Economics,El Camino College,CA
3.1,3.9,9.0,0,,0.0,0,0,Science,California State University Monterey Bay,CA
3.3,3.3,15.0,0,67.0,0.0,0,0,Management,Washington State University - Vancouver,WA
4.2,3.4,7.0,0,100.0,0.0,1,0,Psychology,Brigham Young University,UT
4.8,2.8,9.0,1,100.0,0.0,0,0,Marketing,The University of Western Ontario,ON
2.8,3.9,7.0,0,,0.0,1,0,Biology,Citrus College,CA
4.8,4.3,7.0,1,100.0,0.0,1,0,Chemistry,California State University San Bernardino,CA
2.1,4.3,10.0,0,83.0,1.0,1,0,Engineering,University of Texas of the Permian Basin,TX
3.8,3.8,11.0,0,80.0,0.0,0,1,English,Wenatchee Valley College,WA
4.2,2.3,6.0,0,,0.0,0,0,Mathematics,Texas Tech University,TX
4.9,2.4,9.0,1,,0.0,0,1,Communication,Chandler-Gilbert Community College,AZ
4.3,3.0,26.0,1,90.0,0.0,0,0,Communication,College of Southern Nevada (all campuses),NV
4.5,3.8,15.0,1,83.0,2.0,0,0,Management,California State University Dominguez Hills,CA
2.8,2.3,6.0,0,40.0,0.0,0,0,Engineering,Sheridan College,ON
4.9,2.4,14.0,1,100.0,0.0,1,0,Administration Of Justice,Sacramento City College,CA
2.4,4.0,7.0,0,,0.0,1,0,Mathematics,University of Tennessee - Knoxville,TN
3.0,4.4,9.0,0,,0.0,1,0,Mechanical Engineering,Washington State University,WA
2.9,2.4,17.0,0,33.0,1.0,0,1,English,Grand Canyon University,AZ
1.9,3.9,15.0,0,20.0,0.0,0,0,Mathematics,University of Texas at Arlington,TX
2.9,3.5,20.0,1,42.0,0.0,0,1,Economics,University of California Irvine,CA
1.6,3.5,7.0,0,20.0,0.0,1,0,Engineering,Cerritos College,CA
4.3,3.0,8.0,0,100.0,2.0,1,0,English,Utah Valley University,UT
1.9,3.0,7.0,0,20.0,7.0,0,1,Business,University of Alabama at Birmingham,AL
4.5,2.3,6.0,1,,0.0,1,0,Philosophy,Richard J. Daley College,IL
4.5,2.2,17.0,0,100.0,9.0,1,0,Marketing,Sam Houston State University,TX
4.7,2.7,6.0,1,,0.0,1,0,Education,University of South Florida,FL
3.6,3.8,6.0,0,80.0,0.0,1,0,Computer Science,University of St. Thomas,MN
4.8,1.3,7.0,0,,0.0,0,0,Public Relations,University of Miami,FL
2.5,3.4,8.0,0,50.0,0.0,1,0,Accounting,Brooklyn College,NY
2.4,4.3,13.0,0,22.0,0.0,1,0,Chemistry,University of West Georgia,GA
3.8,2.7,24.0,0,74.0,0.0,0,0,Statistics,Arizona State University,AZ
3.4,2.9,24.0,0,61.0,0.0,0,1,Psychology,CUNY Queens College,NY
2.1,3.7,10.0,0,14.0,0.0,0,0,Mathematics,Brookdale Community College,NJ
4.8,2.4,20.0,1,100.0,0.0,0,1,Psychology,Grand Valley State University,MI
4.2,3.0,8.0,0,100.0,0.0,0,1,Anthropology,Indiana University-Purdue University Indianapolis,IN
4.8,1.6,10.0,1,100.0,0.0,0,1,Sociology,Joliet Junior College,IL
4.4,1.3,9.0,0,100.0,0.0,1,0,English,Sacred Heart University,CT
3.4,4.0,7.0,1,,0.0,0,0,Economics,Armstrong State University,GA
4.6,1.7,14.0,1,100.0,0.0,0,0,Business,Towson University,MD
4.6,3.2,6.0,1,100.0,1.0,0,1,Economics,Western Illinois University,IL
5.0,2.5,14.0,1,100.0,0.0,1,0,History,University of Kentucky,KY
5.0,1.9,9.0,1,100.0,0.0,1,0,Mathematics,Community College of Philadelphia,PA
4.4,2.0,6.0,0,,2.0,0,1,Agriculture,University of Arizona,AZ
4.7,2.2,21.0,1,100.0,1.0,0,1,Psychology,Los Angeles Southwest College,CA
5.0,2.6,7.0,1,100.0,0.0,0,1,Chemistry,Alverno College,WI
3.5,4.1,10.0,0,40.0,1.0,1,0,Medicine,University of Florida,FL
4.3,2.8,6.0,0,,0.0,1,0,Finance,Western Connecticut State University,CT
4.1,3.5,9.0,1,,0.0,1,0,Biology,Nashville State Community College,TN
2.0,4.2,11.0,0,,0.0,1,1,English,George Mason University,VA
4.3,2.9,10.0,1,,0.0,1,0,Political Science,Foothill College,CA
4.9,2.5,16.0,1,100.0,1.0,0,1,Biology,St. Charles Community College,MO
3.2,1.5,6.0,0,40.0,0.0,0,1,Nursing,Quinnipiac University,CT
5.0,2.0,6.0,1,,0.0,1,0,English,Austin Peay State University,TN
3.8,3.5,6.0,0,,0.0,0,1,History,Missouri Western State University,MO
1.8,4.6,27.0,0,33.0,0.0,0,1,Accounting,Suffolk University,MA
4.0,3.5,8.0,0,,0.0,1,0,Business,Brigham Young University,UT
1.9,3.8,9.0,0,,0.0,0,1,Geology,The Ohio State University,OH
5.0,1.5,8.0,1,100.0,0.0,0,1,Kinesiology,SUNY Cortland,NY
4.6,3.2,29.0,1,100.0,0.0,1,0,Mathematics,University of California Santa Barbara,CA
3.5,2.4,8.0,0,,0.0,1,0,Engineering,University of Missouri - Columbia,MO
2.5,3.6,9.0,1,,0.0,0,1,Kinesiology,University of Illinois at Chicago,IL
2.5,3.3,12.0,0,30.0,0.0,1,0,Mathematics,Lansing Community College,MI
4.0,4.0,7.0,1,,0.0,1,0,French,University of Michigan,MI
4.8,3.2,11.0,1,91.0,0.0,1,0,English  Literature,Rio Hondo College,CA
3.2,2.3,6.0,0,33.0,0.0,0,0,English,City College of New York,NY
2.6,4.5,13.0,0,36.0,2.0,1,0,Chemistry,Delaware County Community College,PA
3.4,3.4,8.0,0,83.0,0.0,0,1,Biology,Pikes Peak Community College,CO
3.8,3.0,17.0,0,64.0,0.0,0,1,Mathematics,University of Oklahoma,OK
4.2,2.8,9.0,0,100.0,0.0,0,0,Computer Science,University of Maryland,MD
3.6,3.1,16.0,1,60.0,0.0,0,0,Accounting,Hunter College,NY
3.6,2.2,6.0,0,,0.0,0,1,Technology,Tidewater Community College,VA
4.5,2.8,11.0,1,90.0,3.0,0,0,Biology,Northwestern State University,LA
4.3,2.7,13.0,1,86.0,0.0,0,0,Economics,Hofstra University,NY
4.1,2.6,9.0,0,,0.0,1,0,Social Work,Pima Community College,AZ
3.4,3.3,7.0,0,60.0,1.0,1,0,Accounting,MiraCosta College (all),CA
3.5,2.5,9.0,0,100.0,8.0,1,0,History,Midlands Technical College,SC
3.3,3.3,6.0,0,60.0,0.0,1,0,Finance,Chapman University,CA
3.0,3.9,9.0,1,67.0,0.0,0,1,Biology,Pennsylvania College of Technology,PA
4.5,2.5,19.0,1,93.0,2.0,1,0,Mathematics,Oakton Community College,IL
5.0,2.4,12.0,1,100.0,0.0,1,0,Biology,Northampton Community College,PA
4.4,2.0,11.0,1,83.0,2.0,0,1,History,Middle Tennessee State University,TN
